"@title","Deutsch"
"#02255","You successfully defeated the pirates."
,"I will inform the king at once."
"#02256","Ho ho ho! I was observing the battle from the shadows!"
,"Very impressive. Very impressive indeed! Allow me to present you with one of our country's best ships."
,"Now go out there and show the world what <co=0066cc><team></co> is made of!"
"#02257","What a terrific ship!"
,"Let's get ready to set sail."
,"Tap the <co=0066cc>left key</co> to move inside your ship."
,"You'll need to <co=0066cc>build cabins</co> for the crewmates who will be sailing with you."
"#02258","Oh, I almost forgot."
,"You can build shops on <co=0066cc>vacant lots</co> on islands."
,"I look forward to hearing stories of your exploits!"
"#02259","Our intelligence agents have brought us some information about the surrounding area."
,"Why don't we try exploring a new area?"
"#02260","Oho!"
,"It seems that you've fulfilled some of the tasks that I set out for you."
,"Well done. Here is your reward."
"#02261","Oho!"
,"It seems that you've fulfilled some of the tasks that I set out for you."
,"Well done. Here is your reward."
"#02262","Ah! Could that smile mean... Yes!"
,"It seems that you've fulfilled some of the tasks that I set out for you."
,"Well done. Here is your reward."
"#02263","Hum de dum... ♪"
,"Oh, hello again!"
,"It seems that you've fulfilled some of the tasks that I set out for you."
,"Well done. Here is your reward."
"#02264","...Hm? Oh!"
,"It seems that you've fulfilled some of the tasks that I set out for you."
,"Well done. Here is your reward."
"#02265","I may have to pull another all-nighter to come up with more tasks for you."
,"Zzz..."
"#02266","Ho ho ho! I'm very impressed with your performance recently."
,"Now I can sleep soundly, knowing that our country is safe in your hands.<br>Zzz..."
"#02267","It's no exaggeration to say that you are the hero of <team>."
,"I'll no doubt be up all night trying to come up with a task to challenge you with."
,"Zzz..."
"#02268","If I were just a couple of years younger, I might join you out on the open sea..."
,"Just thinking about your adventures gets me all worked up!<br>Zzz..."
"#02269","It's time you moved up to a larger ship."
,"I've already called our craftsman. He should be here soon... Craftsman!"
"#02270","Here I am! Thank you for giving me this chance, Your Highness!"
,"I'd like to get started right away."
,"It'll be ready in two shakes of a bear's tail!"
,"Heh heh heh."
"#02271","Ah, it looks like your crew is ready."
,"Now allow me to demonstrate my lightning-fast shipbuilding skills!"
,"This will just take a moment!"
,"...Anybody seen the superglue? Oh, I suppose school glue will work in a pinch..."
"#02272","It's finished! Now you've got some more room to breathe!"
,"And now you can have <co=0066cc>one more combat team </co>as well!"
,"Try recruiting more crewmates to help you on your journey!"
,"Goodbye. I'm sure we'll meet again!"
"#02273","Das macht dann <1>x <0>. Danke."
,"Wenn du alles für die Verbesserung hast, können wir beginnen."
"#02274","Oh! Es sieht so aus, als hättest du alle benötigten Materialien."
,"Wir fangen sofort mit der Verbesserung an. Du wirst allerdings etwas warten müssen..."
"#02275","Wow! That was quite a battle!"
,"I got all hot and bothered just watching you fight! Oh, here comes the king!"
"#02276","That was... An amazing battle!"
,"I knew I was right about you! Here. Let me give you a glimpse of my list of tasks."
,"Have a good look!"
"#02277","Try to complete as many of the king's tasks as you can to earn rewards!"
,"...By the way, according to what one of the guards was saying, the pirates have a boss."
,"We got some information about more advanced quests."
"#02278","Say, it looks like someone dropped this during the battle."
"#02279","You got some <co=0066cc>food</co>! Food is indispensible for helping your crewmates develop."
,"Give it to a crewmate to help <co=0066cc>power them up</co>!"
,"It's an <co=0066cc>important source</co> of <co=ff0000>experience points</co>. Use it as much as you can."
,"Now, then. Let's get on with the quest."
"#02280","Thank you for your business."
,"We'll get right to work. It'll take around <co=0066cc><0></co>."
,"Why not kick back and relax for a bit?"
"#02281","...Come to think of it, I forgot to tell you something."
,"If you have <co=0066cc>a joiner who's not part of a combat team, </co>you can assign him or her to a construction project."
,"It can really cut down on your build time. Think it over."
,"Time to get to work! Right after I have a little snack..."
"#02282","Bearington Corporation is hard at work on the <0> construction project. Please wait for <1>."
"#02283","By the way..."
,"Bearington Corporation will keep working <co=0066cc>even when you're not playing the game."
,"So feel free to come back in a little while."
"#02284","Just when this job was getting interesting, I see that we've finished!"
,"I think this is some of the best work we've ever done. Use it well!"
,"Goodbye. I'm sure we'll meet again!"
,"Hey, why do we have all these extra parts left over? Eh, whatever..."
"#02285","Ah, you've got it at last, eh?"
,"Your reward this time is... Permission to expand your base!"
,"When you come back to the island from your next adventure, you'll find that the base has gotten a bit bigger."
,"Ho ho ho! Look forward to it!"
"#02286","Ah, you've returned."
,"There were a number of issues, but the base expansion we talked about is finally complete."
,"What are you going to do with all this extra space?"
,"I hope you'll keep working for the good of <team>."
"#02287","Ah, you've returned."
,"The island expansion is complete. I helped with the construction myself. I need the exercise."
,"Now I'm so ""swole"" that I won the arm wrestling tournament down at the tavern!"
,"You don't think they let me win, do you...? Anyway, enjoy!"
"#02288","Ah, you've returned."
,"With my new talent for construction, I decided to handle this expansion project all by myself."
,"I think I've found my true calling."
,"There's nothing I can't build with these two hands! Keep up the good work!"
"#02289","Ah, you've returned."
,"I'm afraid I pushed myself a little too hard with my last construction job..."
,"I've been bedridden for days... I guess you can't fight Father Time..."
,"Good luck in your adventures, but be careful not to overdo it..."
"#02290","You got a secret message from the king!"
"#02291","Hello."
,"My advisors have come up with some new tasks for you, so feel free to stop by the castle anytime."
,"I'll be waiting! Signed, The King"
"#02292","So, you're about to make your way out onto the wide open sea..."
,"Who knows what kinds of enemies and treasure await you? I sometimes wish I could go with you..."
,"Here. It's not much, but take this. Good luck!"
"#02293","Wow! We found something else!"
"#02294","You've completed all of the quests on this island!"
"#02295","Ho ho ho! I've been watching from the shadows."
,"It was worth the long trip out here."
,"Allow me to present you with this ""Medal of Conquest!"""
"#02296","Since you've conquered this island, you'll want to start exploring other areas."
,"Well done!"
"#02297","It's been a long journey but..."
,"We've conquered the strongest island there is!"
,"Even I, your humble assistant, can't believe we made it this far! We're the strongest fleet there is!"
,"We can keep traveling the world for as long as you like..."
,"Or you can purchase Replay Data at the Special Shop."
,"Anyway, carry on!"
"#02298","Our crew has really grown."
,"<co=0066cc>Crewmates not assigned to combat teams</co> can pick up treasure that falls on the deck, and..."
,"...Speaking of which, I forgot that the king gave us this."
"#02299","A lab is a very useful place that allows you to change treasure into<co=0066cc> more valuable items."
,"The crew has said that it's easier for them to use facilities <co=0066cc>on the same level as their cabin</co>."
,"You can try making new cabins on the <co=ff0000>lower level</co> as well."
"#02300","Look! We found something else while on that quest!"
"#02301","We've finished a number of quests at our base."
,"Why don't we try going to a <co=ff0000>different island</co>?"
,"<co=0066cc>Tap the left key...</co><br>And select an unexplored area from the world map!"
"#02302","It's nice to be back at home base. I missed it..."
,"The crew will visit the island to refill supplies, so try stopping back here if you're running low."
,"The king certainly seemed glad to see us."
,"We'll have to try our best to complete his tasks and earn more rewards!"
"#02303","I'd like to do some surveying to see if we can discover any new islands."
,"The party may be attacked by any number of enemies while surveying."
,"If all members of the party are defeated..."
,"...the survey mission will fail. So be sure you're prepared for combat."
"#02304","The party was defeated..."
,"We'll drop anchor until we get instructions from the ship."
,"You can try again <co=0066cc>after returning to base</co>."
"#02305","We have arrived at <0>."
"#02306","It's time to start surveying! Select the <co=0066cc>members who will participate in battle</co>!"
"#02307","It looks like there's a new island! Let's go check it out!"
"#02308","There's a new island there! And..."
,"There's also a <co=0066cc>suspicious-looking ship</co>! We'd better be prepared!"
"#02309","Huh..."
,"We performed the survey, but it looks like there's nowhere we can go here..."
,"Let's try surveying another area!"
"#02310","Huh..."
,"We performed the survey, but it looks like there are no islands here..."
,"But there is a suspicious-looking ship! We'd better be prepared!"
"#02311","The survey is complete."
"#02312","We just got more quest information."
"#02313","Wow! We just got information about a <co=ff0000>major quest</co>!"
"#02314","I'm getting a whiff of danger from this. We might want to <co=0066cc>visit other islands </co>before tackling it."
"#02315","Wow...!"
,"We just got some information about what might just be the ultimate quest!"
,"We'll have to really be ready before we tackle this one!"
"#02316","We just got some information about a new area of the sea."
,"Let's go check it out."
"#02317","Ho ho ho! Thanks to you, we've assembled quite an impressive fleet!"
,"I think it's time for <team> to start visiting some unexplored lands."
,"I'm so worked up thinking about the adventures you'll have that I won't sleep a wink tonight!"
,"Ho ho ho! Good luck! Zzz..."
"#02318","I've prepared a sea chart showing the surrounding area."
"#02319","You'll see that there are some unexplored areas."
,"Let's go survey them!"
"#02320","Ho ho ho..."
,"Now that you've amassed your forces, it's time you visited some other countries."
,"Go ahead and set sail for the great unknown!"
,"Just make sure you're ready first. Do you have a change of underwear...?"
"#02321","Thank goodness you came!"
,"I was lost and about to get captured!"
,"I'll be heading home now. Maybe we'll meet again."
"#02322","Thanks for your help earlier."
,"Please take this with my gratitude."
"#02323","You may find me plying my trade here and there. Maybe I can be of some help to you later."
,"Oh, and if you have a <co=0066cc>shop </co>on your ship, I might stop in to do a little shopping!"
,"Goodbye!"
"#02324","Thank goodness you came!"
,"There really are some bad people in this world!"
,"I'll be heading home now. Maybe we'll meet again."
"#02325","You may find me plying my trade here and there."
,"Maybe I can be of some help to you later."
,"Goodbye!"
"#02326","Oh, thank you!"
,"I just wanted to get some cakes for my grandchildren when I was surrounded by some scary people..."
,"The town was completely taken over."
,"But now there's a strong barricade in place, so I'll be going back to town. I'll see you later."
"#02327","Thanks for your help."
,"I'm afraid we ate the cakes... So you'll have to accept this with my thanks."
"#02328","If you're ever in trouble, try looking up at the night sky."
,"Looking up at a starry sky always helps calm my nerves."
,"Anyway, feel free to stop by the town anytime you like."
"#02329","You really saved my bacon!"
,"I was playing ""doorbell dash"" at a friend's house when I slipped and fell down a cliff."
,"I'll be heading home now. Goodbye."
"#02330","Now that I think of it, I haven't thanked you properly."
,"I bought this at the convenience store yesterday... But you can have it!"
"#02331","I've got a big test coming up next week, so I've got to study, study, study!"
,"I may not look it, but I'm above average when it comes to school."
,"Goodbye!"
"#02332","Thank you!"
,"I love adventuring, but I almost didn't make it back home!"
,"I'm thinking of writing a book based on my journal entries."
,"I'll be heading back to town now, but let's meet again."
"#02333","Thanks for earlier."
,"My mom asked me to give this to you. Here, take it."
"#02334","I'm entering high school next year, so I guess I'll have to put adventuring behind me."
,"I'm gonna study hard and publish my book... Then I'll just kick back and live off the royalties!"
,"Goodbye!"
"#02335","Thank you! ♪"
,"I was out picking flowers when I got mixed up in this business."
,"I'll be heading back to town now. Maybe we'll meet again."
"#02336","Thanks for your help earlier."
,"Please accept this with my thanks."
"#02337","I think from now on I'll just have to content myself with looking at flowers in library books."
,"But if I can't stand it, I may go out picking flowers again, so I may need your help!"
,"Goodbye!"
"#02338","Whew! You really saved me!"
,"I was looking for some wheat to use in a new dumpling recipe, when I got caught up in all of this!"
,"Now that I've got the ingredients, I'm going to head straight home and make some dumplings!"
"#02339","Thanks for your help earlier."
,"My father asked me to give this to you. Here, take it."
"#02340","By the way, I plan to show off my new dumplings to all the kids in the neighborhood..."
,"And then eat them all myself!"
,"Well, bye!"
"#02341","Thanks for being so much help to my father."
,"I was trying to get one of his rewards, when I ended up getting lost."
,"Those pirates were about to dress me up in some weird costume!"
,"Well, I'll be back heading back to the harbor."
"#02342","Keep working hard so <team> will be the strongest country in the world by the time I'm king!"
,"Well, I'll be heading back home for some tea and crumpets!"
,"Goodbye!"
"#02343","Thank you."
,"I was trying to sell them some weapons, when they captured me! That was a close one."
,"I'm going to go home now. Goodbye."
"#02344","Come to think of it, I never really thanked you properly."
,"This is one of our most popular products..."
"#02345","Well, I'm going to keep trying to make my dream of owning my own store come true."
,"Good luck with your dreams, whatever they are."
,"Goodbye!"
"#02346","Thank goodness you came!"
,"I came here to do some business and ended up caught up in this mess!"
,"I'll be heading home now. Maybe we'll meet again."
"#02347","I hope to continue with my business somewhere."
,"Maybe I can be of some help to you later."
,"Goodbye!"
"#02348","Thank goodness you came!"
,"I was headed to my favorite floating department store for some jewelry when I got involved in this."
,"I'm going to head home, but I hope we'll see each other again."
"#02349","From now on, I'm going to do my best to stay out of trouble."
,"Maybe I'll disguise myself as a manatee or something when I have to go out..."
,"Goodbye!"
"#02350","Thank goodness you came!"
,"My right shoe got stuck in the mud and I couldn't move an inch! I was like a statue! Hee hee!"
,"I'll be heading home now. Maybe we'll meet again."
"#02351","I've decided to ditch the armor and try living like an ordinary girl. Hee hee!"
,"Goodbye!"
"#02352","Thank you very much."
,"I was on my way to the croquet championships when I got separated from my friends."
,"I'm in your debt."
"#02353","I found this buried in one of my dresser drawers. I thought maybe you could use it."
,"Here you go."
"#02354","Well, anyway... I've got to hurry off to the croquet grounds!"
,"You can read all about it in the paper tomorrow!"
,"Goodbye!"
"#02355","Oh, dear. It looks like you're running out of money."
,"The easiest way to get money is probably by <co=0066cc>defeating enemies in battle</co>."
,"But you'll also find it's easier to collect if you have many<co=0066cc> crewmates not assigned to combat teams</co>."
,"I think I have some change in my pocket, though... Let's see... No, that's a tissue..."
,"Ah, here we are. Go ahead and take it."
"#02356","It looks like your <co=0066cc>resources </co>are getting low. You need resources to perform various actions."
,"They're represented by the ""meat"" icon in the upper right, and decrease as your crew use the ship's facilities."
,"You can refill resources at island stores, so after a hard day of questing, return to base and recharge."
,"I think there's a little left in my cabin you could have... Let's see... I think it's in my spare boots..."
,"Ah, here we are. Go ahead and take it."
"#02357","You don't seem to have any crewmates on board..."
,"In addition to the ones assigned to combat teams, you also need <co=ff0000>crew to stay on the ship</co>."
,"They pick up items off the deck, research them, and watch over the ship while the others are gone."
,"Try and recruit some more crewmates!"
"#02358","You've got some new crewmates!"
,"If you want them to fight in battle, assign them to a combat team under ""<co=0066cc>Combat Teams</co>"" in the menu."
,"You're getting the hang of it. Keep <co=ff0000>adding crewmates</co> and completing <co=0066cc>quests</co>!"
"#02359","One of your crewmates has leveled up enough to <co=0066cc>master a job</co>!"
